"url_archive_id","label","score"
"8c55b416f59456c9c3427aeb452b524b","rzeszów (woj. podkarpackie)",0.75586861371994
"8c55b416f59456c9c3427aeb452b524b","polska",0.22870010137558
"8c55b416f59456c9c3427aeb452b524b","czasopismo polskie",0.155807420611382
"8c55b416f59456c9c3427aeb452b524b","język polski",0.133083656430244
"8c55b416f59456c9c3427aeb452b524b","twitter",0.0938622951507568
"8c55b416f59456c9c3427aeb452b524b","analiza treści i zawartości mediów",0.0683171153068542
"8c55b416f59456c9c3427aeb452b524b","województwo podkarpackie (1999- )",0.0524496473371983
"8c55b416f59456c9c3427aeb452b524b","facebook (portal społecznościowy)",0.0520082153379917
"8c55b416f59456c9c3427aeb452b524b","fijołek, konrad (1976- )",0.0510762147605419
"8c55b416f59456c9c3427aeb452b524b","portale internetowe",0.048942219465971
"4c91ab15cce4365cc71f8bbdc00bb175","polska",1
"4c91ab15cce4365cc71f8bbdc00bb175","reprezentacja narodowa",1
"4c91ab15cce4365cc71f8bbdc00bb175","piłkarze nożni",1
"4c91ab15cce4365cc71f8bbdc00bb175","piłka nożna",1
"4c91ab15cce4365cc71f8bbdc00bb175","trenerzy i instruktorzy sportowi",0.689300358295441
"4c91ab15cce4365cc71f8bbdc00bb175","mecze piłkarskie",0.621388018131256
"4c91ab15cce4365cc71f8bbdc00bb175","michniewicz, czesław (1970- )",0.617459177970886
"4c91ab15cce4365cc71f8bbdc00bb175","lewandowski, robert (1988- )",0.461464613676071
"4c91ab15cce4365cc71f8bbdc00bb175","zawody sportowe",0.339755743741989
"4c91ab15cce4365cc71f8bbdc00bb175","sport",0.165747076272964
"bac12ec46dfe287c2e194777e94b20f1","piłka nożna",1
"bac12ec46dfe287c2e194777e94b20f1","polska",1
"bac12ec46dfe287c2e194777e94b20f1","piłkarze nożni",1
"bac12ec46dfe287c2e194777e94b20f1","reprezentacja narodowa",0.98378974199295
"bac12ec46dfe287c2e194777e94b20f1","mecze piłkarskie",0.817657768726349
"bac12ec46dfe287c2e194777e94b20f1","zawody sportowe",0.782291829586029
"bac12ec46dfe287c2e194777e94b20f1","lewandowski, robert (1988- )",0.564959228038788
"bac12ec46dfe287c2e194777e94b20f1","kluby sportowe",0.421053856611252
