"url_archive_id","label","score"
"cb3f8b57f2242b3e6b1dbd74d67dc472","polska",1
"cb3f8b57f2242b3e6b1dbd74d67dc472","piłka nożna",0.720462381839752
"cb3f8b57f2242b3e6b1dbd74d67dc472","mecze piłkarskie",0.224833652377129
"cb3f8b57f2242b3e6b1dbd74d67dc472","piłkarze nożni",0.172825053334236
"cb3f8b57f2242b3e6b1dbd74d67dc472","reprezentacja narodowa",0.165874436497688
"cb3f8b57f2242b3e6b1dbd74d67dc472","kibice",0.0984371826052666
"cb3f8b57f2242b3e6b1dbd74d67dc472","informacja",0.0930385589599609
"cb3f8b57f2242b3e6b1dbd74d67dc472","lewandowski, robert (1988- )",0.0765209719538689
"cb3f8b57f2242b3e6b1dbd74d67dc472","stacje telewizyjne",0.0560020692646503
"cb3f8b57f2242b3e6b1dbd74d67dc472","polityka transportowa",0.0467262603342533
"cd1f0c14492a2e02ba06cd9aa3e716ab","piłka nożna",1
"cd1f0c14492a2e02ba06cd9aa3e716ab","piłkarze nożni",0.999338924884796
"cd1f0c14492a2e02ba06cd9aa3e716ab","mecze piłkarskie",0.979553997516632
"cd1f0c14492a2e02ba06cd9aa3e716ab","reprezentacja narodowa",0.93951016664505
"cd1f0c14492a2e02ba06cd9aa3e716ab","zawody sportowe",0.534757912158966
"cd1f0c14492a2e02ba06cd9aa3e716ab","katar",0.323573380708694
"cd1f0c14492a2e02ba06cd9aa3e716ab","brazylia",0.269223719835281
"cd1f0c14492a2e02ba06cd9aa3e716ab","siatkówka (sport)",0.208945170044899
"cd1f0c14492a2e02ba06cd9aa3e716ab","sport",0.180332660675049
"cd1f0c14492a2e02ba06cd9aa3e716ab","lewandowski, robert (1988- )",0.13391025364399
"5cfaa5e3456dc0fcd207a0a3ab787ef3","mecze piłkarskie",1
"5cfaa5e3456dc0fcd207a0a3ab787ef3","piłkarze nożni",1
"5cfaa5e3456dc0fcd207a0a3ab787ef3","polska",1
"5cfaa5e3456dc0fcd207a0a3ab787ef3","piłka nożna",1
"5cfaa5e3456dc0fcd207a0a3ab787ef3","zawody sportowe",1
"5cfaa5e3456dc0fcd207a0a3ab787ef3","reprezentacja narodowa",0.993582487106323
"5cfaa5e3456dc0fcd207a0a3ab787ef3","kluby piłkarskie",0.964247524738312
"5cfaa5e3456dc0fcd207a0a3ab787ef3","skoki narciarskie",0.673546254634857
"5cfaa5e3456dc0fcd207a0a3ab787ef3","skoczkowie narciarscy",0.645204365253448
"5cfaa5e3456dc0fcd207a0a3ab787ef3","tvn",0.53412938117981
"ef81e3402d565c73b578bae3f9dfb113","piłka nożna",1
"ef81e3402d565c73b578bae3f9dfb113","piłkarze nożni",1
"ef81e3402d565c73b578bae3f9dfb113","reprezentacja narodowa",1
"ef81e3402d565c73b578bae3f9dfb113","mecze piłkarskie",0.999686062335968
"ef81e3402d565c73b578bae3f9dfb113","katar",0.954200327396393
"ef81e3402d565c73b578bae3f9dfb113","zawody sportowe",0.471801191568375
"ef81e3402d565c73b578bae3f9dfb113","fifa",0.212987586855888
"ef81e3402d565c73b578bae3f9dfb113","lewandowski, robert (1988- )",0.160330936312675
"ef81e3402d565c73b578bae3f9dfb113","polska",0.152542620897293
"ef81e3402d565c73b578bae3f9dfb113","trenerzy i instruktorzy sportowi",0.10890968888998
"997e2ba981400de10aaa7e9dfe5003ab","polska",0.822634279727936
"997e2ba981400de10aaa7e9dfe5003ab","piłka nożna",0.530261099338531
"997e2ba981400de10aaa7e9dfe5003ab","rmf fm (kraków)",0.227076098322868
"997e2ba981400de10aaa7e9dfe5003ab","rozgłośnia radiowa",0.215022370219231
"997e2ba981400de10aaa7e9dfe5003ab","kibice",0.154002666473389
"997e2ba981400de10aaa7e9dfe5003ab","radio rmf fm",0.12076248973608
"997e2ba981400de10aaa7e9dfe5003ab","komunikacja społeczna",0.0866272076964378
"997e2ba981400de10aaa7e9dfe5003ab","lewandowski, robert (1988- )",0.0649839863181114
"997e2ba981400de10aaa7e9dfe5003ab","radiofonia",0.0540874488651752
"997e2ba981400de10aaa7e9dfe5003ab","raport",0.0496986322104931
"1cf80b105adb072102f8faf75252d6e0","google+",0.149197995662689
"1cf80b105adb072102f8faf75252d6e0","stany zjednoczone (usa)",0.129324659705162
"1cf80b105adb072102f8faf75252d6e0","wyszukiwarka internetowa",0.0804704129695892
"1cf80b105adb072102f8faf75252d6e0","internet",0.0794744268059731
"1cf80b105adb072102f8faf75252d6e0","google llc",0.0457336641848087
"1cf80b105adb072102f8faf75252d6e0","polska",0.0439590960741043
"1cf80b105adb072102f8faf75252d6e0","prawo unii europejskiej",0.0361596383154392
"1cf80b105adb072102f8faf75252d6e0","kraje unii europejskiej",0.0286087561398745
"1cf80b105adb072102f8faf75252d6e0","wpływ (politologia)",0.019053814932704
"1cf80b105adb072102f8faf75252d6e0","portugalia",0.0171503480523825
"c5aa30398772d266c2bcd7bef791af6f","reklama internetowa",0.309448957443237
"c5aa30398772d266c2bcd7bef791af6f","internet",0.23815082013607
"c5aa30398772d266c2bcd7bef791af6f","polska",0.141573026776314
"c5aa30398772d266c2bcd7bef791af6f","marketing cyfrowy",0.0809520781040192
"c5aa30398772d266c2bcd7bef791af6f","podatek od towarów i usług",0.0698471888899803
"c5aa30398772d266c2bcd7bef791af6f","komputery",0.0345081277191639
"c5aa30398772d266c2bcd7bef791af6f","reklama",0.0327205173671246
"c5aa30398772d266c2bcd7bef791af6f","koszty",0.0284879896789789
"c5aa30398772d266c2bcd7bef791af6f","technologia",0.0212992280721664
"c5aa30398772d266c2bcd7bef791af6f","postępowanie cywilne",0.0166066754609346
"858fe5e6d2edc34225a533cd42ad9430","reprezentacja narodowa",1
"858fe5e6d2edc34225a533cd42ad9430","mecze piłkarskie",1
"858fe5e6d2edc34225a533cd42ad9430","piłkarze nożni",1
"858fe5e6d2edc34225a533cd42ad9430","piłka nożna",1
"858fe5e6d2edc34225a533cd42ad9430","zawody sportowe",0.69731730222702
"858fe5e6d2edc34225a533cd42ad9430","katar",0.663819551467896
